45rd KA-74 Mag|Mag_AK74_45Rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/Mag_AK74_45Rnd.png|1|Magazine|0
5.45x39mm Rounds|Ammo_545x39|https://db.mydayz.eu/wp-content/uploads/2025/07/Ammo_545x39.png|1|Ammunition|0
5.45x39mm Tracer Rounds|Ammo_545x39Tracer|https://db.mydayz.eu/wp-content/uploads/2025/07/Ammo_545x39Tracer.png|1|Ammunition|0
5.56x45mm Rounds|Ammo_556x45|https://db.mydayz.eu/wp-content/uploads/2025/07/Ammo_556x45.png|1|Ammunition|0
5.56x45mm Tracer Rounds|Ammo_556x45Tracer|https://db.mydayz.eu/wp-content/uploads/2025/07/Ammo_556x45Tracer.png|1|Ammunition|0
5rd CR-527 Mag|Mag_CZ527_5rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/Mag_CZ527_5rnd.png|1|Magazine|0
5rd Mosin 91/30 Clip|Mag_CLIP762x54_5Rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/Mag_CLIP762x54_5Rnd.png|1|Magazine|0
5rd Pioneer Mag|Mag_Scout_5Rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/Mag_Scout_5Rnd.png|1|Magazine|0
5rd SSG 82 Mag|Mag_SSG82_5rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/Mag_SSG82_5rnd.png|1|Magazine|0
5rd Vaiga Mag|Mag_Saiga_5Rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/Mag_Saiga_5Rnd.png|1|Magazine|0
60rd Standardized Mag|Mag_STANAG_60Rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/Mag_STANAG_60Rnd.png|1|Magazine|0
64rd Bizon Mag|Mag_PP19_64Rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/Mag_PP19_64Rnd.png|1|Magazine|0
7.62x39mm Rounds|Ammo_762x39|https://db.mydayz.eu/wp-content/uploads/2025/07/Ammo_762x39.png|1|Ammunition|0
7.62x39mm Tracer Rounds|Ammo_762x39Tracer|https://db.mydayz.eu/wp-content/uploads/2025/07/Ammo_762x39Tracer.png|1|Ammunition|0
7.62x54mmR Rounds|Ammo_762x54|https://db.mydayz.eu/wp-content/uploads/2025/07/Ammo_762x54.png|1|Ammunition|0
7.62x54mmR Tracer Rounds|Ammo_762x54Tracer|https://db.mydayz.eu/wp-content/uploads/2025/07/Ammo_762x54Tracer.png|1|Ammunition|0
7.92x57mm Mauser|7.92x57mm-Mauser|https://db.mydayz.eu/wp-content/uploads/2025/08/7.92x57mm-Mauser.png|1|Ammunition|1
7.92x57mm Mauser Tracer|7.92x57mm-Mauser-Tracer|https://db.mydayz.eu/wp-content/uploads/2025/08/7.92x57mm-Mauser-Tracer.png|1|Ammunition|1
75rd KA-M Drum Mag|Mag_AKM_Drum75Rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/Mag_AKM_Drum75Rnd.png|1|Magazine|0
7rd Kolt 1911 Mag|Mag_1911_7Rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/Mag_1911_7Rnd.png|1|Magazine|0
8rd P1 Mag|Mag_P1_8Rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/Mag_P1_8Rnd.png|1|Magazine|0
8rd Vaiga Mag|Mag_Saiga_8Rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/Mag_Saiga_8Rnd.png|1|Magazine|0
9A-91|9A-91|https://db.mydayz.eu/wp-content/uploads/2025/08/9A-91.png|0|Assault rifle|1
9A-91 Buttstock|9A-91-Buttstock|https://db.mydayz.eu/wp-content/uploads/2025/08/9A-91-Buttstock.png|10|Support|1
9A-91 Handguard|9A-91-Handguard|https://db.mydayz.eu/wp-content/uploads/2025/08/9A-91-Handguard.png|10|Support|1
9A-91 Mag 20Rnd|9A-91-Mag-20Rnd|https://db.mydayz.eu/wp-content/uploads/2025/08/9A-91-Mag-20Rnd.png|1|Magazine|1
9A91 Suppressor|9A91-Suppressor|https://db.mydayz.eu/wp-content/uploads/2025/08/9A91-Suppressor.png|10|Muzzle|1
9rd Deagle Mag|Mag_Deagle_9rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/Mag_Deagle_9rnd.png|1|Magazine|0
9V Battery|Battery9V|https://db.mydayz.eu/wp-content/uploads/2025/07/Battery9V.png|4|Consumables|0
9x19mm Rounds|Ammo_9x19|https://db.mydayz.eu/wp-content/uploads/2025/07/Ammo_9x19.png|1|Ammunition|0
9x39mm Armor-Piercing Rounds|Ammo_9x39AP|https://db.mydayz.eu/wp-content/uploads/2025/07/Ammo_9x39AP.png|1|Ammunition|0
9x39mm Rounds|Ammo_9x39|https://db.mydayz.eu/wp-content/uploads/2025/07/Ammo_9x39.png|1|Ammunition|0
Ada 4×4|OffroadHatchback|https://db.mydayz.eu/wp-content/uploads/2025/07/OffroadHatchback.png|6|Wheeled|0
Ada 4×4 Hood|HatchbackHood|https://db.mydayz.eu/wp-content/uploads/2025/07/HatchbackHood.png|7|Vehicle Parts|0
Ada 4×4 Left Door|HatchbackDoors_Driver|https://db.mydayz.eu/wp-content/uploads/2025/07/HatchbackDoors_Driver.png|7|Vehicle Parts|0
Ada 4×4 Right Door|HatchbackDoors_CoDriver|https://db.mydayz.eu/wp-content/uploads/2025/07/HatchbackDoors_CoDriver.png|7|Vehicle Parts|0
Ada 4×4 Trunk Door|HatchbackTrunk|https://db.mydayz.eu/wp-content/uploads/2025/07/HatchbackTrunk.png|7|Vehicle Parts|0
Ada 4×4 Wheel|HatchbackWheel|https://db.mydayz.eu/wp-content/uploads/2025/07/HatchbackWheel.png|7|Vehicle Parts|0
AEK-971|AEK-971|https://db.mydayz.eu/wp-content/uploads/2025/08/AEK-971.png|0|Assault rifle|1
Afak|Afak|https://db.mydayz.eu/wp-content/uploads/2025/08/Afak.png|2|Medical|1
AI-2 Medkit|AI-2-Medkit|https://db.mydayz.eu/wp-content/uploads/2025/08/AI-2-Medkit.png|2|Medical|1
Ak 5C|AK-5c|https://db.mydayz.eu/wp-content/uploads/2025/08/AK-5c.png|0|Assault rifle|1
AK Flash Suppressor|AK-Flash-Suppressor|https://db.mydayz.eu/wp-content/uploads/2025/08/AK-Flash-Suppressor.png|10|Muzzle|1
AK-103|AK-103|https://db.mydayz.eu/wp-content/uploads/2025/08/AK-103.png|0|Assault rifle|1
AK-12|AK-12|https://db.mydayz.eu/wp-content/uploads/2025/08/AK-12.png|0|Assault rifle|1
AK-12 Handguard|AK-12-Handguard|https://db.mydayz.eu/wp-content/uploads/2025/08/AK-12-Handguard.png|10|Support|1
AK-12 OEButtstock|AK-12-OEButtstock|https://db.mydayz.eu/wp-content/uploads/2025/08/AK-12-OEButtstock.png|10|Support|1
AK-15|AK-15|https://db.mydayz.eu/wp-content/uploads/2025/08/AK-15.png|0|Assault rifle|1
Alarm Clock|AlarmClock_Green|https://db.mydayz.eu/wp-content/uploads/2025/07/AlarmClock_Green.png|4|Tools|0
Alcoholic Tincture|DisinfectantAlcohol|https://db.mydayz.eu/wp-content/uploads/2025/07/DisinfectantAlcohol.png|2|Medical|0
Ammo Box|AmmoBox|https://db.mydayz.eu/wp-content/uploads/2025/07/AmmoBox.png|4|Containers|0
Anniversary T-Shirt|TShirt_10thAnniversary|https://db.mydayz.eu/wp-content/uploads/2025/08/TShirt_10thAnniversary.png|11|Tops|0
Apple|Apple|https://db.mydayz.eu/wp-content/uploads/2025/07/Apple.png|3|Food|0
AR15|AR15|https://db.mydayz.eu/wp-content/uploads/2025/08/AR15.png|0|Assault rifle|1
Armband|Armband_Black|https://db.mydayz.eu/wp-content/uploads/2025/08/Armband_Black.png|11|Tops|0
Armored Hood|WitchHoodCoif_Black|https://db.mydayz.eu/wp-content/uploads/2025/08/WitchHoodCoif_Black.png|11|Headgear|0
Army Pouch|ArmyPouch_Black|https://db.mydayz.eu/wp-content/uploads/2025/08/ArmyPouch_Black.png|4|Backpacks|0
Assault Backpack|AssaultBag_Black|https://db.mydayz.eu/wp-content/uploads/2025/08/AssaultBag_Black.png|4|Backpacks|0
Assault Boots|MilitaryBoots_Black|https://db.mydayz.eu/wp-content/uploads/2025/08/MilitaryBoots_Black.png|11|Shoes|0
Assault Helmet|GorkaHelmet|https://db.mydayz.eu/wp-content/uploads/2025/08/GorkaHelmet.png|11|Headgear|0
Assault Helmet Visor|GorkaHelmetVisor|https://db.mydayz.eu/wp-content/uploads/2025/08/GorkaHelmetVisor.png|5|Crafting|0
Assault Vest|SmershVest|https://db.mydayz.eu/wp-content/uploads/2025/08/SmershVest.png|11|Vests|0
ATACR – 5-25x56mm F1|ATACR-–-5-25x56mm-F1|https://db.mydayz.eu/wp-content/uploads/2025/08/ATACR-–-5-25x56mm-F1.png|10|Optics|1
ATF Dingo 2|ATF-Dingo-2|https://db.mydayz.eu/wp-content/uploads/2025/08/ATF-Dingo-2.png|6|Wheeled|1
Athletic Shoes|AthleticShoes_Black|https://db.mydayz.eu/wp-content/uploads/2025/08/AthleticShoes_Black.png|11|Shoes|0
Athletic Sunglasses|SportGlasses_Black|https://db.mydayz.eu/wp-content/uploads/2025/08/SportGlasses_Black.png|11|Glasses|0
ATOG 4×32 Scope|ACOGOptic|https://db.mydayz.eu/wp-content/uploads/2025/07/ACOGOptic.png|10|Optics|0
ATOG 6×48 Scope|ACOGOptic_6x|https://db.mydayz.eu/wp-content/uploads/2025/07/ACOGOptic_6x.png|10|Optics|0
AUR A1|AugShort|https://db.mydayz.eu/wp-content/uploads/2025/08/AugShort.png|0|Assault rifle|0
AUR AX|Aug|https://db.mydayz.eu/wp-content/uploads/2025/08/Aug.png|0|Assault rifle|0
Aviator Sunglasses|AviatorGlasses|https://db.mydayz.eu/wp-content/uploads/2025/08/AviatorGlasses.png|11|Glasses|0
Backup Iron Sights|BUISOptic|https://db.mydayz.eu/wp-content/uploads/2025/07/BUISOptic.png|10|Optics|0
Balaclava|Balaclava3Holes_Black|https://db.mydayz.eu/wp-content/uploads/2025/08/Balaclava3Holes_Black.png|11|Masks|0
Ballistic Helmet|BallisticHelmet_Black|https://db.mydayz.eu/wp-content/uploads/2025/08/BallisticHelmet_Black.png|11|Headgear|0
Ballistic Vest|PressVest_Blue|https://db.mydayz.eu/wp-content/uploads/2025/08/PressVest_Blue.png|11|Vests|0
Bandage|BandageDressing|https://db.mydayz.eu/wp-content/uploads/2025/07/BandageDressing.png|2|Medical|0
Bandage Pack|Bandage-Pack|https://db.mydayz.eu/wp-content/uploads/2025/08/Bandage-Pack.png|2|Medical|1
Bandana|Bandana_RedPattern|https://db.mydayz.eu/wp-content/uploads/2025/08/Bandana_RedPattern.png|11|Headgear|0
Baraka Sights|ReflexOptic|https://db.mydayz.eu/wp-content/uploads/2025/07/ReflexOptic.png|10|Optics|0
Barbed Baseball Bat|BarbedBaseballBat|https://db.mydayz.eu/wp-content/uploads/2025/08/BarbedBaseballBat.png|9|Blunt|0
Barbed Wire|BarbedWire|https://db.mydayz.eu/wp-content/uploads/2025/07/BarbedWire.png|4|Camping|0
Barrel|Barrel_Green|https://db.mydayz.eu/wp-content/uploads/2025/07/Barrel_Green.png|4|Containers|0
Barrett M82|Barrett-M82|https://db.mydayz.eu/wp-content/uploads/2025/08/Barrett-M82.png|0|DMR|1
Baseball Bat|BaseballBat|https://db.mydayz.eu/wp-content/uploads/2025/08/BaseballBat.png|9|Blunt|0
Baseball Cap|BaseballCap_Black|https://db.mydayz.eu/wp-content/uploads/2025/08/BaseballCap_Black.png|11|Headgear|0
Battery Charger|BatteryCharger|https://db.mydayz.eu/wp-content/uploads/2025/07/BatteryCharger.png|4|Camping|0
BDU Jacket|BDUJacket|https://db.mydayz.eu/wp-content/uploads/2025/08/BDUJacket.png|11|Tops|0
BDU Pants|BDUPants|https://db.mydayz.eu/wp-content/uploads/2025/08/BDUPants.png|11|Pants|0
Beanie|BeanieHat_Black|https://db.mydayz.eu/wp-content/uploads/2025/08/BeanieHat_Black.png|11|Headgear|0
Bear Pelt|Bear-Pelt|https://db.mydayz.eu/wp-content/uploads/2025/07/Bear-Pelt.png|4|Consumables|0
Bear Steak|BearSteakMeat|https://db.mydayz.eu/wp-content/uploads/2025/07/BearSteakMeat.png|3|Food|0
Bear Trap|BearTrap|https://db.mydayz.eu/wp-content/uploads/2025/08/BearTrap.png|4|Traps|0
Beef Steak|CowSteakMeat|https://db.mydayz.eu/wp-content/uploads/2025/07/CowSteakMeat.png|3|Food|0
Belt|CivilianBelt|https://db.mydayz.eu/wp-content/uploads/2025/07/CivilianBelt.png|11|Belts|0
Benelli M4|Benelli-M4|https://db.mydayz.eu/wp-content/uploads/2025/08/Benelli-M4.png|0|Shotguns|1
Beret|MilitaryBeret_Red|https://db.mydayz.eu/wp-content/uploads/2025/08/MilitaryBeret_Red.png|11|Headgear|0
Beretta Magazine|Beretta-Magazine|https://db.mydayz.eu/wp-content/uploads/2025/08/Beretta-Magazine.png|1|Magazine|1
Beretta PX4 Storm|Beretta-PX4-Storm|https://db.mydayz.eu/wp-content/uploads/2025/08/Beretta-PX4-Storm.png|0|Pistols|1
Binoculars|Binoculars|https://db.mydayz.eu/wp-content/uploads/2025/07/Binoculars.png|4|Universal Optics|0
Birch Broom|Broom_Birch|https://db.mydayz.eu/wp-content/uploads/2025/07/Broom_Birch.png|4|Tools|0
Bitterlings|Bitterlings|https://db.mydayz.eu/wp-content/uploads/2025/07/Bitterlings.png|3|Food|0
Bizon|PP19|https://db.mydayz.eu/wp-content/uploads/2025/08/PP19.png|0|Sub Machine Gun|0
Bizon Lightweight Buttstock|PP19_Bttstck|https://db.mydayz.eu/wp-content/uploads/2025/07/PP19_Bttstck.png|10|Support|0
BK-12|Izh18Shotgun|https://db.mydayz.eu/wp-content/uploads/2025/08/Izh18Shotgun.png|0|Shotguns|0
BK-133|Mp133Shotgun|https://db.mydayz.eu/wp-content/uploads/2025/08/Mp133Shotgun.png|0|Shotguns|0
BK-18|Izh18|https://db.mydayz.eu/wp-content/uploads/2025/08/Izh18.png|0|Shotguns|0
BK-43|Izh43Shotgun|https://db.mydayz.eu/wp-content/uploads/2025/08/Izh43Shotgun.png|0|Shotguns|0
Blaze|B95|https://db.mydayz.eu/wp-content/uploads/2025/08/B95.png|0|Bolt Action|0
Blood Bag|BloodBagFull|https://db.mydayz.eu/wp-content/uploads/2025/07/BloodBagFull.png|2|Medical|0
Blood Collection Kit|BloodBagEmpty|https://db.mydayz.eu/wp-content/uploads/2025/07/BloodBagEmpty.png|2|Medical|0
Blood Test Kit|BloodTestKit|https://db.mydayz.eu/wp-content/uploads/2025/07/BloodTestKit.png|2|Medical|0
Blouse|Blouse_Green|https://db.mydayz.eu/wp-content/uploads/2025/08/Blouse_Green.png|11|Tops|0
Blowtorch|Blowtorch|https://db.mydayz.eu/wp-content/uploads/2025/07/Blowtorch.png|4|Tools|0
Boar Pelt|Boar-Pelt|https://db.mydayz.eu/wp-content/uploads/2025/07/Boar-Pelt.png|4|Consumables|0
Boar Steak|BoarSteakMeat|https://db.mydayz.eu/wp-content/uploads/2025/07/BoarSteakMeat.png|3|Food|0
Bolt|Ammo_HuntingBolt|https://db.mydayz.eu/wp-content/uploads/2025/07/Ammo_HuntingBolt.png|1|Ammunition|0
Bomber Jacket|BomberJacket_Black|https://db.mydayz.eu/wp-content/uploads/2025/08/BomberJacket_Black.png|11|Tops|0
Bone Fishing Bait|BoneBait|https://db.mydayz.eu/wp-content/uploads/2025/07/BoneBait.png|4|Consumables|0
Bone Fishing Hook|BoneHook|https://db.mydayz.eu/wp-content/uploads/2025/07/BoneHook.png|4|Consumables|0
Bone Knife|BoneKnife|https://db.mydayz.eu/wp-content/uploads/2025/07/BoneKnife.png|4|Tools|0
Bones|Bone|https://db.mydayz.eu/wp-content/uploads/2025/07/Bone.png|4|Consumables|0
Bonfire|Bonfire|https://db.mydayz.eu/wp-content/uploads/2025/07/Bonfire.png|4|Camping|0
Boonie Hat|BoonieHat_Black|https://db.mydayz.eu/wp-content/uploads/2025/08/BoonieHat_Black.png|11|Headgear|0
Boxed .22 LR Rounds|AmmoBox_22_50Rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/AmmoBox_22_50Rnd.png|1|Ammunition|0
Boxed .308 WIN Rounds|AmmoBox_308Win_20Rnd|https://db.mydayz.eu/wp-content/uploads/2025/08/AmmoBox_308Win_20Rnd.png|1|Ammunition|0
Boxed .308 WIN Tracer Rounds|AmmoBox_308WinTracer_20Rnd|https://db.mydayz.eu/wp-content/uploads/2025/08/AmmoBox_308WinTracer_20Rnd.png|1|Ammunition|0
Boxed .338 Lapua Rounds|Boxed-.338-Lapua-Rounds|https://db.mydayz.eu/wp-content/uploads/2025/08/Boxed-.338-Lapua-Rounds.png|1|Ammunition|1
Boxed .357 Rounds|AmmoBox_357_20Rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/AmmoBox_357_20Rnd.png|1|Ammunition|0
Boxed .357AP Rounds|Boxed-.357AP-Rounds|https://db.mydayz.eu/wp-content/uploads/2025/08/Boxed-.357AP-Rounds.png|1|Ammunition|1
Boxed .380 ACP Rounds|AmmoBox_380_35rnd|https://db.mydayz.eu/wp-content/uploads/2025/08/AmmoBox_380_35rnd.png|1|Ammunition|0
Boxed .45 ACP Rounds|AmmoBox_45ACP_25rnd|https://db.mydayz.eu/wp-content/uploads/2025/08/AmmoBox_45ACP_25rnd.png|1|Ammunition|0
Boxed .50 BMG Rounds|Boxed-.50-BMG-Rounds|https://db.mydayz.eu/wp-content/uploads/2025/08/Boxed-.50-BMG-Rounds.png|1|Ammunition|1
Boxed 12ga 00 Buckshots|AmmoBox_00buck_10rnd|https://db.mydayz.eu/wp-content/uploads/2025/08/AmmoBox_00buck_10rnd.png|1|Ammunition|0
Boxed 12ga Rifled Slugs|AmmoBox_12gaSlug_10Rnd|https://db.mydayz.eu/wp-content/uploads/2025/08/AmmoBox_12gaSlug_10Rnd.png|1|Ammunition|0
Boxed 5.45x39mm Rounds|AmmoBox_545x39_20Rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/AmmoBox_545x39_20Rnd.png|1|Ammunition|0
Boxed 5.45x39mm Tracer Rounds|AmmoBox_545x39Tracer_20Rnd|https://db.mydayz.eu/wp-content/uploads/2025/07/AmmoBox_545x39Tracer_20Rnd.png|1|Ammunition|0
Boxed 5.56x45mm Rounds|AmmoBox_556x45_20Rnd|https://db.mydayz.eu/wp-content/uploads/2025/08/AmmoBox_556x45_20Rnd.png|1|Ammunition|0
Boxed 5.56x45mm Tracer Rounds|AmmoBox_556x45Tracer_20Rnd|https://db.mydayz.eu/wp-content/uploads/2025/08/AmmoBox_556x45Tracer_20Rnd.png|1|Ammunition|0
Boxed 7.62x39mm Rounds|AmmoBox_762x39_20Rnd|https://db.mydayz.eu/wp-content/uploads/2025/08/AmmoBox_762x39_20Rnd.png|1|Ammunition|0
Boxed 7.62x39mm Tracer Rounds|AmmoBox_762x39Tracer_20Rnd|https://db.mydayz.eu/wp-content/uploads/2025/08/AmmoBox_762x39Tracer_20Rnd.png|1|Ammunition|0
